gene_name,logFC,P.Value,,,,
MED8,0.443775357,0.018840911,,,,
STAB2,-2.370052076,0.053362566,,,,
EDA,0.62034325,0.041846329,,,,
SLAIN2,0.369668372,0.018116274,,,,
HSH2D,-2.420777321,0.052894532,,,,
ZNF853,0.488356982,0.025244559,,,,
ACTR1B,0.404441065,0.019035782,,,,
TMEM265,-3.883521605,0.044148656,,,,
ALDH1A2,1.839127611,0.059894645,,,,
PRKDC,0.365272018,0.015346587,,,,
ZFP36L2,0.56294006,0.019122591,,,,
AHSA1,0.516492772,0.018006675,,,,
MYLK4,1.216273297,0.058335625,,,,
FAM89B,0.74264699,0.020979516,,,,
ADGRB2,-0.482992046,0.016729792,,,,
DYNAP,0.869671946,0.056529696,,,,
CEP112,0.648651117,0.035390677,,,,
FAR2P3,-2.305054028,0.060853161,,,,
STK10,0.363507669,0.01821267,,,,
PIANP,-0.592644292,0.023101225,,,,
RCCD1,0.522365512,0.032411626,,,,
FOSL2,0.648744716,0.013672163,,,,
,-3.819417312,0.061411655,,,,
GNL3,0.322925902,0.017579348,,,,
FH,0.448718587,0.018937958,,,,
DHDH,-1.251120665,0.062727831,,,,
BNIP2,0.333781888,0.017758239,,,,
RPL23A,0.315047605,0.015766049,,,,
NEFL,-0.764746065,0.02820738,,,,
CCNDBP1,0.338691794,0.020367289,,,,
ZYG11B,0.314616728,0.018609946,,,,
VSTM2B,2.555468731,0.059502795,,,,
CCDC62,1.244063813,0.062403183,,,,
,-1.322435585,0.056017499,,,,
PAK5,-1.678348274,0.062425209,,,,
UTS2R,1.423147768,0.060760348,,,,
PLPPR4,-1.38895272,0.025562609,,,,
BEST1,-0.643433123,0.043984323,,,,
SLC22A18,-0.825806053,0.032776455,,,,
IPO4,0.507209084,0.025270931,,,,
KRT7,-0.69335907,0.013632074,,,,
COQ8B,0.448010434,0.023077833,,,,
DGCR6L,0.427042001,0.02309787,,,,
SCG3,-0.872876546,0.048869741,,,,
MRPL20,0.432491219,0.021346792,,,,
,1.871866789,0.059218213,,,,
MFN1,0.348368326,0.018459875,,,,
CPNE5,0.904330489,0.034055779,,,,
PTPN23,0.307601963,0.017688794,,,,
DISP1,0.451292129,0.021762759,,,,
DNAJC17,-0.60310217,0.03137475,,,,
CCNL2,-0.448818735,0.016104581,,,,
OR51E2,-2.694444389,0.060630348,,,,
MLLT1,0.32219951,0.017688886,,,,
ARSK,0.458832815,0.021951523,,,,
HLA-DPA1,-1.579793945,0.062781279,,,,
TCERG1L,-4.846172764,0.056059631,,,,
LTA4H,-0.404965018,0.017383066,,,,
STT3B,0.26620093,0.015768841,,,,
MYT1L,-1.531804674,0.055748991,,,,
NEUROD1,-1.376609911,0.063997866,,,,
SYP,-0.774288177,0.041373092,,,,
ZNF747,0.546741017,0.033556498,,,,
LGI1,-2.04593948,0.064703202,,,,
KATNAL2,0.61326175,0.034089049,,,,
VWA7,-4.787969752,0.060493281,,,,
WIPI1,0.393714365,0.018372816,,,,
RHBDD2,-0.338789268,0.018322543,,,,
C8orf48,1.09205563,0.051691439,,,,
SLC9A9,-0.667978911,0.039492295,,,,
HMOX1,-0.779987487,0.046124669,,,,
ZBED3,0.48775947,0.025465276,,,,
INHBE,-1.676351159,0.042631453,,,,
ANKRD20A3P,3.644318881,0.063176569,,,,
TMEM102,0.583414365,0.037424502,,,,
RBX1P2,-2.881336514,0.05224481,,,,
MAGI2,0.717921968,0.029972676,,,,
SMIM32,1.177101252,0.058520813,,,,
ECE2,-2.586992303,0.064643779,,,,
CSGALNACT1,0.687295236,0.018366889,,,,
TACC1,0.296501692,0.016660738,,,,
LGALS3BP,-0.527357978,0.016188216,,,,
CENPVL3,1.389641186,0.059869708,,,,
NCOA5,0.613386223,0.022191137,,,,
NUTF2,0.343298097,0.017325032,,,,
FAM118B,0.42784351,0.025016365,,,,
G3BP1,0.271288624,0.016327606,,,,
DHFRP1,3.060642059,0.06571106,,,,
ZNF300,-0.849874155,0.033804971,,,,
ABCE1,0.463668952,0.018568173,,,,
SLC38A4,1.114973914,0.049580431,,,,
DNAAF8,0.951447292,0.058023845,,,,
HS6ST2,0.471839048,0.022422512,,,,
COP1,0.40972022,0.021389545,,,,
C17orf97,0.883163574,0.061906529,,,,
ROBO4,-1.653992227,0.065041839,,,,
OR52E4,-1.899849395,0.065838054,,,,
CAB39,0.477449966,0.018365634,,,,
RPS21,0.477265266,0.017404872,,,,
VPS9D1,-0.474868005,0.026765984,,,,
WHAMM,0.477210813,0.02931081,,,,
C1QTNF5,0.684208702,0.032568526,,,,
C18orf21,0.542082405,0.030825343,,,,
SENP5,0.249445501,0.019333771,,,,
PARGP1,-0.969027023,0.059755956,,,,
RDH13,-0.670967018,0.033933424,,,,
CHMP3,-0.363243534,0.018729436,,,,
PKD1P3,-0.759692802,0.02396578,,,,
PPP1R2,0.326276606,0.020372167,,,,
MED12L,0.545105393,0.032767167,,,,
NSMAF,0.374362468,0.023072178,,,,
C1orf52,0.377351147,0.022404626,,,,
RPL23,0.368101966,0.016022353,,,,
PTPN12,0.334604712,0.018110677,,,,
KLB,2.267139967,0.065643665,,,,
NUAK1,0.800337496,0.018132733,,,,
DKK2,1.220270425,0.050754262,,,,
UVRAG,0.4110576,0.024806604,,,,
CEP120,0.460542999,0.022370322,,,,
SET,0.323633375,0.016324043,,,,
COPS9,0.487211577,0.025497366,,,,
MCRIP2P1,1.397617052,0.067245025,,,,
CSF2RA,1.122900648,0.065800474,,,,
GPR62,-3.60154785,0.052869944,,,,
TOLLIP,0.314972983,0.020379135,,,,
RRP7BP,-0.60175386,0.040824918,,,,
ABRACL,0.504957748,0.026199989,,,,
CAMK2A,-1.457663047,0.046703041,,,,
DLL3,-1.946345488,0.061328786,,,,
RSPO2,1.328590015,0.06129222,,,,
PSIP1,0.471792789,0.0196154,,,,
CYP3A5,0.886650161,0.05024049,,,,
CA9,-1.129006075,0.043785209,,,,
RRP36,0.409106898,0.02290784,,,,
,0.438499405,0.024206625,,,,
B3GNT9,0.717518215,0.020127739,,,,
CPPED1,0.55724181,0.028640678,,,,
DRAP1,0.392790075,0.018459191,,,,
SCN7A,-1.506222783,0.067444286,,,,
,2.17816218,0.06877174,,,,
MICAL1,-0.551494596,0.020729572,,,,
MADCAM1,1.59962705,0.066268385,,,,
PXMP2,0.69235304,0.044130986,,,,
FGF21,-1.393879258,0.065212597,,,,
SENP3,0.330669218,0.020061177,,,,
TNFSF14,-2.131746349,0.062113475,,,,
CACNA1B,-1.997401263,0.062852854,,,,
AQP7,1.311508463,0.055915331,,,,
PRDM13,-2.957077439,0.052605756,,,,
PRMT9,0.432215184,0.029439811,,,,
ZMIZ2,-0.417392242,0.019257454,,,,
ECHDC2,0.569634587,0.021526855,,,,
OSTC,0.367457615,0.017185745,,,,
CYP4F8,-3.008370063,0.059924685,,,,
ST14,0.891007984,0.034581209,,,,
ZDHHC3,0.36811323,0.018480346,,,,
AFG3L1P,-0.522971551,0.033533316,,,,
FBXO11,0.337661686,0.018512986,,,,
,-1.290915095,0.070192588,,,,
IGSF21,-1.418213011,0.059333731,,,,
MKRN2OS,-1.347623077,0.070437028,,,,
FEZF1,1.241150583,0.06562572,,,,
PWP2,0.406911782,0.024699719,,,,
NTN4,-0.740549103,0.029158409,,,,
USP34,0.502642711,0.017504994,,,,
RNF43,0.80318133,0.029648044,,,,
CCL20,-1.227422102,0.067933735,,,,
VAPA,0.286653935,0.017780371,,,,
SLC5A9,1.126991621,0.066308398,,,,
FAM13C,0.693382034,0.038758713,,,,
CBWD4P,-3.335768906,0.057454377,,,,
CBFA2T3,-1.746219862,0.070453993,,,,
XKR7,-2.383119636,0.071309238,,,,
PIP5K1A,0.271101704,0.018440039,,,,
IGF2R,0.349974293,0.016168246,,,,
ENTPD8,-1.985475306,0.068546201,,,,
TMEM98,0.362785428,0.019749463,,,,
CBX3P2,-1.25275917,0.070828157,,,,
MYC,0.431714717,0.021666134,,,,
CPA4,0.537622498,0.014564115,,,,
OAS2,1.515000055,0.057402166,,,,
TMSB4Y,-1.676793809,0.07184852,,,,
DCAF13,0.34070435,0.021553998,,,,
CPEB1,0.449118649,0.031635172,,,,
GLYATL2,-1.633543526,0.072075286,,,,
PPP1CB,0.421092156,0.017171853,,,,
SELENOK,0.390523678,0.021746616,,,,
KCNE5,0.706061445,0.033734806,,,,
WNK1,0.473239432,0.016662633,,,,
TCEAL3,0.381573197,0.023589695,,,,
NOS1,1.302124731,0.071024759,,,,
TNFRSF25,-0.658977774,0.030164966,,,,
KRTAP2-3,-1.797422337,0.072099711,,,,
CCDC110,-1.2595025,0.071349681,,,,
GABBR1,-0.943037428,0.02231159,,,,
DNAAF4,-0.90104,0.057282436,,,,
ATF4,0.434765545,0.017114324,,,,
AKAP10,0.371950242,0.022759395,,,,
CROCC,-0.45663455,0.025296569,,,,
DUSP3,0.316971467,0.018977708,,,,
ZNF326,0.571010618,0.023018861,,,,
HTR1D,-2.652389029,0.072817354,,,,
ROMO1,0.42396651,0.024452645,,,,
,1.572195145,0.072019508,,,,
DMRTA2,-3.50001415,0.056829421,,,,
PLVAP,3.208322583,0.073569165,,,,
AGMAT,1.427712896,0.069472257,,,,
TPM3P9,0.787414259,0.045747533,,,,
PPP4R2,0.337342954,0.019118804,,,,
GEN1,-0.623247077,0.046597643,,,,
MYH16,-1.83889341,0.071986268,,,,
SPDL1,0.443990319,0.02896087,,,,
HEXA,0.274058322,0.01765626,,,,
ZNF600,0.747999995,0.047856437,,,,
GOT1,0.363553386,0.023025935,,,,
CBLN2,-1.936401956,0.07391776,,,,
DIS3L,0.650316148,0.028653497,,,,
DHRS7B,0.415799851,0.026324884,,,,
TMEM251,0.638639164,0.043018951,,,,
SSUH2,0.675493339,0.048880084,,,,
MGAT1,0.274701432,0.017735349,,,,
TMC7,-0.60416079,0.044247825,,,,
MMRN2,0.873239125,0.057439603,,,,
GABRA5,1.498755522,0.056707572,,,,
WDR33,0.386756115,0.019562265,,,,
HECTD1,0.496842724,0.018019466,,,,
EML6,0.8917206,0.051342582,,,,
FBXO17,0.751694738,0.032519156,,,,
AGAP12P,-2.429781695,0.065881223,,,,
ADAMTS19,-2.26015419,0.063599801,,,,
CNRIP1,0.686655955,0.043911251,,,,
ACKR4,-1.853990663,0.075316942,,,,
ANO7,0.894683791,0.053307429,,,,
GLB1L,0.599819425,0.035683205,,,,
UBXN10,-1.93011504,0.075886408,,,,
ISCA1,0.362044439,0.023339758,,,,
TMBIM4,0.517193187,0.025981528,,,,
GPR135,0.71484291,0.03930402,,,,
TARS2,0.333129392,0.025520914,,,,
,-3.975816958,0.063318414,,,,
KCNT1,-1.723189125,0.076598158,,,,
KLHL9,0.32055249,0.019603987,,,,
PPEF2,2.011196624,0.075479966,,,,
CYCS,0.353320126,0.018983291,,,,
EPS15P1,-1.919760735,0.071466309,,,,
SLC39A4,1.63474035,0.076098706,,,,
TANC2,0.404282008,0.018925788,,,,
EEF1G,0.384818759,0.016731669,,,,
BZW2,0.346234703,0.023872683,,,,
ZNF577,0.430260039,0.032589158,,,,
NPIPA8,2.535810773,0.077253216,,,,
PAFAH1B2P2,-2.327473847,0.073003727,,,,
DNAAF11,-1.230794543,0.070076156,,,,
SSX7,-3.413477039,0.073450996,,,,
L3MBTL1,-0.575177838,0.028865985,,,,
STARD6,-2.892079982,0.062814017,,,,
ZNF784,0.574140986,0.047199683,,,,
EYA2,1.545289004,0.07761179,,,,
CNGB1,-1.714181894,0.067591538,,,,
,-1.307236268,0.075374344,,,,
CHRNB3,-2.191510549,0.063359463,,,,
LINGO2,-1.327514555,0.035253252,,,,
DCLK1,0.860860821,0.027603687,,,,
JAG2,-0.675721022,0.023494685,,,,
SLC19A2,-0.578627601,0.020128289,,,,
SLC9A2,-2.064282248,0.076352852,,,,
LRRC37A6P,1.078081253,0.073177855,,,,
PPP3CC,0.490711004,0.027173711,,,,
DHRSX,0.440891578,0.026773119,,,,
ENO4,1.63858885,0.075666766,,,,
CUEDC2,0.392949646,0.022831278,,,,
TRPV6,1.641444327,0.078425143,,,,
SESN3,0.686724508,0.018220138,,,,
COX6B2,-1.300962135,0.068165882,,,,
CYTH1,-0.391813799,0.025474897,,,,
ARMCX6,0.402141695,0.022192986,,,,
PCYT2,0.544077035,0.028182819,,,,
ELOVL5,0.482125747,0.018731562,,,,
HMX1,2.527844353,0.071448056,,,,
PHF21B,-1.01258469,0.040099127,,,,
SOSTDC1,-1.74618882,0.078726008,,,,
SPRYD7,0.385195987,0.029246628,,,,
PTGES2,0.390038011,0.024972319,,,,
FOXE1,-1.030887816,0.071724521,,,,
,-2.325720394,0.078318248,,,,
SPINDOC,0.331852502,0.025133586,,,,
CNEP1R1,0.326433488,0.026840132,,,,
UQCRQ,0.404935463,0.022284078,,,,
COX5A,0.451142289,0.022327153,,,,
SCLY,0.578702003,0.040528356,,,,
SLC28A2,-2.02636344,0.079830709,,,,
MYOCD,-1.608777652,0.042954697,,,,
PMEL,-1.075200452,0.042348233,,,,
PLXNA3,-0.434483658,0.018574116,,,,
RUBCNL,-1.030154092,0.065111593,,,,
RPLP0P6,1.787442939,0.080038959,,,,
SLC23A3,-1.683126513,0.079528354,,,,
CLN5,0.304409732,0.020473241,,,,
ATOH7,-2.415006623,0.068420367,,,,
RASL12,0.831676452,0.041174535,,,,
TM9SF2,0.28105973,0.018045116,,,,
EXOC7,0.286718436,0.019006055,,,,
AKR1C2,-1.466983936,0.074288052,,,,
PHB1P9,-1.772071388,0.080208952,,,,
DRG1,0.398247467,0.023003936,,,,
SLC12A3,-3.853242135,0.078076111,,,,
DNTTIP1,0.508901892,0.030010678,,,,
CABP7,1.727818004,0.080475259,,,,
TBC1D22A,0.374444877,0.026029746,,,,
TEX261,0.321355986,0.020536631,,,,
PRRT1B,1.874807564,0.076180521,,,,
LRP10,0.293968249,0.018150468,,,,
SAMD11,0.782144532,0.028843539,,,,
TMEM121,0.906478083,0.062589876,,,,
TYMS,0.727672889,0.033223675,,,,
ASL,0.428242779,0.030228174,,,,
,-2.510889238,0.077163829,,,,
ABCB8,-0.372092174,0.024195223,,,,
SLC6A12,1.404797999,0.081200598,,,,
TACR2,1.366245603,0.078861794,,,,
CTDSP1,0.375771534,0.023585526,,,,
FGFBP3,-1.461403661,0.038081074,,,,
PLCL2,0.734745623,0.064320214,,,,
CCN2,0.798276839,0.017691653,,,,
GOLGA8T,-2.367364801,0.077864553,,,,
MPO,-1.463673945,0.08089292,,,,
GREP1,-1.931381123,0.081377717,,,,
SLITRK1,-2.184490654,0.078867725,,,,
MDFI,0.440217767,0.020509984,,,,
CXCR4,-0.692968104,0.027530767,,,,
SH3GL1,0.306377526,0.020320929,,,,
UBA2,0.3342659,0.020550885,,,,
TNFRSF9,1.417745506,0.072043244,,,,
ARHGDIB,0.941274814,0.060017512,,,,
AIFM3,-1.466216237,0.079240889,,,,
ABHD5,0.454957307,0.031690586,,,,
NPIPB9,-3.154559478,0.077586245,,,,
ECEL1,-1.063091138,0.018603347,,,,
RPL10,0.36736873,0.01785057,,,,
RTL5,-0.423927045,0.027796317,,,,
NTRK1,1.759659326,0.078608443,,,,
RTCB,0.423775507,0.020384074,,,,
CIZ1,0.333293889,0.020620787,,,,
EDEM3,0.413109445,0.019832877,,,,
MSRA,2.271432497,0.080705564,,,,
RANBP9,0.299448529,0.022132951,,,,
CCDC122,0.567189515,0.046685432,,,,
UBAC1,0.374164563,0.02593245,,,,
CENPC,0.531062391,0.038461641,,,,
,-2.43471697,0.067849923,,,,
SRF,0.370779373,0.023291384,,,,
NMT2,0.341511347,0.024187601,,,,
MUTYH,-0.630966078,0.049593217,,,,
UQCRB,0.389288157,0.020837028,,,,
ABHD14A-ACY1,-1.64666029,0.073479681,,,,
NAA38,0.534493083,0.031956158,,,,
NPR1,0.576076864,0.043393263,,,,
CARM1,0.280167374,0.022662262,,,,
ERVH48-1,0.999128017,0.074374964,,,,
TRIM24,0.41072279,0.027224458,,,,
PLCB2,-2.370924887,0.078844663,,,,
GET1-SH3BGR,1.364569294,0.064118084,,,,
PTPN14,0.615187024,0.018754661,,,,
SEL1L,0.300855119,0.018889408,,,,
LIMS1,0.414119673,0.020538543,,,,
ZNF212,-0.458712376,0.036854716,,,,
ZNF532,-0.381811168,0.020079354,,,,
COASY,0.331466098,0.023477323,,,,
MRPL27,0.454273323,0.03097443,,,,
LAMTOR5,0.458992054,0.024546004,,,,
EPHX2,-0.692874345,0.041095843,,,,
FANCE,0.702485595,0.048481323,,,,
EIF2B3,0.468501749,0.03162328,,,,
SAP18,0.369968939,0.020536558,,,,
SH3PXD2A,0.714783663,0.020660646,,,,
NIPSNAP1,-0.460177577,0.020567521,,,,
EIF4A3,0.444889158,0.022576338,,,,
PKNOX2,0.477854221,0.022352746,,,,
FCGR2A,1.122615004,0.071955014,,,,
TTYH3,-0.491528871,0.018927263,,,,
PDLIM1,0.572765195,0.024848324,,,,
LRP2BP,0.737090319,0.054842282,,,,
ANKRD18B,-0.88511888,0.066149629,,,,
CD6,-1.609097929,0.085386104,,,,
AURKAIP1,0.469237894,0.024888059,,,,
SUPT3H,0.529379895,0.040848999,,,,
DEF6,-0.719670362,0.068467895,,,,
BPTFP1,-1.372665855,0.082054202,,,,
TRUB2,0.506591194,0.029387479,,,,
SECTM1,-1.33150758,0.081452684,,,,
ZNF33B,-0.877915464,0.045038997,,,,
UBA52,0.318994884,0.019758161,,,,
COMMD3,0.385309148,0.02806983,,,,
PLA2G2C,-2.365338618,0.083999603,,,,
ERVK3-1,0.374415496,0.024874988,,,,
SMG9,0.381802297,0.026079404,,,,
PRLHR,1.950657794,0.078068688,,,,
TIMMDC1,0.38925523,0.022905649,,,,
ISLR2,-1.24644784,0.059298632,,,,
,-1.364989247,0.082926526,,,,
MTTP,2.320399025,0.087538027,,,,
SLC13A4,0.986626961,0.059369585,,,,
ZKSCAN1,0.314374974,0.019755006,,,,
MAB21L2,1.309483553,0.063620362,,,,
CCDC85A,1.10808303,0.059072959,,,,
RBM27,0.388167979,0.024769443,,,,
IMPG1,-1.864137961,0.087875414,,,,
GNB1,0.239079797,0.018812513,,,,
ZBED6,0.492368905,0.020699834,,,,
TSHR,0.879915444,0.071519631,,,,
OLAH,1.297584566,0.075006509,,,,
AGFG1,0.277278015,0.020766662,,,,
ADSL,0.456466028,0.02442707,,,,
EMC4,0.421147846,0.023876794,,,,
DEF8,0.333187605,0.02316088,,,,
DNAJC8,0.312108994,0.024456853,,,,
TMX3,0.342549019,0.021215455,,,,
SLC5A5,-2.082315322,0.084784662,,,,
MRFAP1L1,0.340927637,0.023244974,,,,
TRIML2,1.454051267,0.047045989,,,,
MC1R,0.409256082,0.02884969,,,,
DRC3,0.63586563,0.052032769,,,,
ZNF70,0.47145594,0.038376852,,,,
RITA1,0.527740689,0.037425165,,,,
GRIK1,1.685955802,0.070058119,,,,
SNX9,0.332516179,0.021846858,,,,
PAX6,0.533263649,0.023709499,,,,
SETD5,0.343580861,0.01970732,,,,
TAGAP,-2.641651787,0.084193993,,,,
TM9SF1,0.29782406,0.022949754,,,,
ZNF804B,-2.659209188,0.077532226,,,,
RNF182,-0.57039674,0.041142854,,,,
BOLA2P2,-1.744270464,0.089863018,,,,
CCL5,-1.904159183,0.089910541,,,,
MZT2B,0.488938413,0.025050084,,,,
SIX4,0.554030395,0.026066395,,,,
TFIP11,0.421140704,0.02533721,,,,
RDH12,-2.688179109,0.083184756,,,,
HOXD8,1.505973124,0.082841079,,,,
SSBP2,0.431988856,0.028410933,,,,
,1.335532472,0.090414598,,,,
CMPK1,0.282921246,0.020645946,,,,
POR,0.344153681,0.023243358,,,,
CLTCL1,-0.666866994,0.027976891,,,,
DNAJA2,0.300439079,0.021759798,,,,
NEMP1,0.357056113,0.028780325,,,,
CNTNAP5,-2.171211585,0.090389556,,,,
FAN1,0.435141409,0.026855683,,,,
RAB39A,-2.164046261,0.08933607,,,,
SERGEF,0.509784769,0.036441762,,,,
C17orf100,-0.550063396,0.061430865,,,,
VWCE,-0.868995288,0.066150465,,,,
,2.021669004,0.091495894,,,,
ABAT,-0.601685177,0.026480734,,,,
SERTAD2,0.308200091,0.021361255,,,,
HSDL2,-0.399083869,0.026563195,,,,
CNN2,0.473922747,0.02050569,,,,
GUSBP4,2.184287193,0.091202681,,,,
ABHD14A,0.587657272,0.040659502,,,,
CDK13,0.315689093,0.022387616,,,,
HPGD,2.595169155,0.091941642,,,,
SH2B2,0.893486036,0.056048214,,,,
SRL,-1.459373095,0.09155043,,,,
OSTM1,0.318043485,0.020851903,,,,
MYORG,0.430183756,0.021912375,,,,
TUBB4A,-1.57945535,0.051819181,,,,
C1GALT1,0.387046033,0.023721538,,,,
ZBBX,-2.100881442,0.092411734,,,,
HNRNPH3,0.339558819,0.021023129,,,,
HSPA14,0.492194978,0.040539849,,,,
OXCT2,2.213060589,0.092782244,,,,
,-2.096377507,0.091928916,,,,
ATP13A2,-0.458297413,0.021321938,,,,
TAP1,1.015142832,0.039326686,,,,
GBP6,-2.163154713,0.092104721,,,,
ZNF714,0.402896339,0.03798605,,,,
PSMD7,0.345398433,0.021972904,,,,
HNRNPD,0.359776891,0.020642304,,,,
PPP1R1B,-1.77244606,0.092975732,,,,
TRIM16L,-0.819858116,0.068288614,,,,
FCHSD2,0.355370377,0.030733497,,,,
MAP3K8,0.703450336,0.053226474,,,,
TXLNGY,-1.680201882,0.058751715,,,,
ANAPC11,0.406294324,0.026602069,,,,
HEMK1,0.406180306,0.026638797,,,,
CHST12,0.364428513,0.026483403,,,,
MARK3,0.300669428,0.021686433,,,,
METTL7A,-1.560847072,0.058957835,,,,
MAP3K6,0.597202867,0.033424431,,,,
HOOK3,0.318655192,0.022960781,,,,
DHTKD1,0.434756759,0.031136487,,,,
TBC1D10A,0.350465355,0.02644293,,,,
C14orf93,0.565509944,0.053132337,,,,
POU2F2,-2.56572459,0.084302754,,,,
SSTR1,-2.930025151,0.093698032,,,,
PDSS2,0.352818191,0.037084849,,,,
TSEN2,-0.531251056,0.04641903,,,,
CERKL,1.898985329,0.094267468,,,,
LPAL2,1.720322596,0.09297981,,,,
BARD1,0.557356059,0.051933233,,,,
,0.725560127,0.067560617,,,,
CSPG4,0.570658049,0.019921885,,,,
KBTBD8,-0.73734314,0.060520607,,,,
MRPL18,0.532883934,0.030252701,,,,
PDCD6-AHRR,5.935482324,0.096380258,,,,
ZNF384,0.327250399,0.024987323,,,,
GLUD1,0.355821064,0.022547832,,,,
USP50,-1.377348255,0.091197797,,,,
TTC9C,0.40024477,0.034151162,,,,
TMEM60,0.508824303,0.04093575,,,,
UBE2F,0.375408246,0.030889659,,,,
CKAP4,0.414150089,0.019635743,,,,
ASTL,-2.198440269,0.096122981,,,,
FBXL8,0.620908361,0.048266315,,,,
MFSD2A,-0.693685514,0.046311414,,,,
SCIMP,-0.944809382,0.082207264,,,,
LONRF3,-0.881822996,0.078010002,,,,
LOXL3,-0.441354073,0.020271701,,,,
NRAS,0.331598317,0.022664666,,,,
NKX1-2,-2.767820214,0.096916396,,,,
NDP,-1.6333684,0.085992398,,,,
MAPKBP1,0.359603429,0.026983175,,,,
FUCA1,-0.369429364,0.022917791,,,,
CD160,-1.438602735,0.095132609,,,,
NUDT8,1.054069336,0.082883669,,,,
MICOS13,0.440961296,0.034249943,,,,
LAMTOR2,0.421847238,0.030563049,,,,
SPOCD1,0.537036165,0.031086491,,,,
UTY,-1.440171787,0.053196649,,,,
SLC6A15,0.677142604,0.027515347,,,,
IL33,-0.77233252,0.061839183,,,,
ZNF154,0.467297956,0.035715257,,,,
PSMB10,0.740763697,0.054960142,,,,
TOMM70,0.289574186,0.022529903,,,,
C8orf58,0.436892392,0.032871605,,,,
TMED1,0.378184097,0.026988017,,,,
HBEGF,-0.330493698,0.022577197,,,,
CETN4P,-1.037751269,0.087055547,,,,
SLC1A2,-1.1447601,0.066233542,,,,
UXS1,0.378989355,0.023909614,,,,
DHRS4,0.677591914,0.056056174,,,,
,-2.694907003,0.095423508,,,,
KIF18B,1.183900917,0.089856435,,,,
HDAC7,-0.388560281,0.023139059,,,,
SLC6A13,1.870031337,0.097986383,,,,
CCDC3,0.459854249,0.030792691,,,,
UVSSA,0.401348731,0.026787483,,,,
WDR26,0.291644878,0.021045784,,,,
ANKEF1,-0.409413553,0.043201131,,,,
CHRNA3,0.814638108,0.063462328,,,,
ACY1,0.800222567,0.039859341,,,,
ASF1B,1.591035259,0.098486387,,,,
MASP1,-1.644921177,0.082023355,,,,
ELAC2,0.478222145,0.024819203,,,,
CLDN3,-2.167566093,0.099257003,,,,
KCNE3,-1.809763291,0.099605023,,,,
GRAMD1B,0.405374954,0.032492288,,,,
NHP2,0.443900883,0.027829273,,,,
DPY19L2P4,-3.275431354,0.086508254,,,,
AUNIP,-1.214376195,0.092918386,,,,
GJA3,0.971356449,0.073290184,,,,
COL22A1,-1.397240036,0.052551206,,,,
AGPAT5,0.588750799,0.028994644,,,,
OAS3,1.029471689,0.055981701,,,,
AMD1P4,-3.097343922,0.096150101,,,,
ERBB3,0.555412366,0.030132417,,,,
VTCN1,1.385410006,0.07244146,,,,
SLC25A37,0.367503893,0.025233941,,,,
SYPL1P2,-2.005479378,0.100603988,,,,
SELPLG,1.535752952,0.088426107,,,,
KBTBD6,-0.418048273,0.031756463,,,,
MTND5P1,-1.34093601,0.094639349,,,,
SH2D5,-0.989546308,0.076445241,,,,
TRPM4,-1.016181402,0.028473217,,,,
DBNL,0.283228024,0.022056479,,,,
SLC35B1,0.386600532,0.026923046,,,,
AQP3,0.812997101,0.051827067,,,,
KRT86,-1.244679757,0.093386368,,,,
FBP2,-1.806342004,0.101892932,,,,
NACC1,0.347857292,0.023079218,,,,
SAMSN1,-2.905825152,0.097192472,,,,
LURAP1,-0.604142932,0.068884251,,,,
FGF18,1.073336906,0.079587112,,,,
MAPK8IP1,0.505996828,0.023705835,,,,
,-1.213160913,0.091628927,,,,
PACSIN1,-1.442517041,0.102154762,,,,
SLMAP,0.338807209,0.024290419,,,,
BICRA,0.487123022,0.035427816,,,,
NPEPL1,-0.874051012,0.038094899,,,,
ACHE,0.71725013,0.040267677,,,,
STPG1,0.607355315,0.047026143,,,,
KCNH5,1.491917402,0.103266353,,,,
SHC2,0.307110072,0.026875449,,,,
HAUS1,-0.712250122,0.04649649,,,,
JPH3,-0.689631793,0.032438931,,,,
REL,0.553440591,0.038350278,,,,
CD163L1,-2.040567279,0.099018206,,,,
RRP15,0.505604584,0.035931132,,,,
LMAN1,0.470410115,0.020656588,,,,
FUT1,-1.016488835,0.071597262,,,,
H3C10,-1.232192043,0.091464376,,,,
ANKRD61,-0.825795852,0.084567262,,,,
CALM2,-0.390670337,0.020997994,,,,
IL1A,-1.268221213,0.094721473,,,,
MRFAP1,0.292595974,0.021344567,,,,
MSR1,1.019179911,0.094903412,,,,
CRLF2,2.058435415,0.097665328,,,,
SIGLEC14,1.414335319,0.103714507,,,,
TP53,-0.69514096,0.02840278,,,,
CDH12,1.645142183,0.104565061,,,,
MOCOS,0.590871974,0.050031162,,,,
CYB5D1,0.565445651,0.030783639,,,,
PTPRZ1,0.86371123,0.029751825,,,,
IL12RB2,-1.822071738,0.105130672,,,,
GAA,0.381347304,0.02240361,,,,
,-2.174456933,0.1050558,,,,
B4GAT1,0.439844777,0.024116485,,,,
CFAP210,2.663114373,0.104983564,,,,
GPR75,0.739758016,0.081368004,,,,
KCNAB3,-0.839299159,0.07768407,,,,
RABGEF1P2,-1.29074645,0.102854813,,,,
GPX7,0.848738069,0.041116619,,,,
DNASE1L1,0.403040612,0.027792402,,,,
HLA-B,-2.291110183,0.090183356,,,,
NUDT15,0.412943688,0.043460867,,,,
ITPKB,-0.393249191,0.025651414,,,,
