gene_name,logFC,P.Value,,,,
ATP6V1B1,3.804488853,0.013877922,,,,
ST6GAL2,-0.774745296,0.006990298,,,,
EDF1,0.528244684,0.004810767,,,,
DAAM1,-0.794165621,0.00517651,,,,
LRRC8C,-0.863281208,0.009055048,,,,
ATOH7,-2.718425952,0.010759972,,,,
TLR4,2.506841205,0.013904562,,,,
UQCRQ,0.556707716,0.005888001,,,,
GADD45A,-0.948946651,0.005833214,,,,
DERA,0.775585805,0.007316021,,,,
GEMIN5,0.510593545,0.005855283,,,,
GBA,0.577068106,0.006353339,,,,
TJAP1,0.547545445,0.006979275,,,,
DYRK3,-0.758806684,0.006768139,,,,
RAD23A,0.459877539,0.005311467,,,,
AMH,-1.53606787,0.009759173,,,,
DSC3,1.413214311,0.013266228,,,,
TSPAN32,2.611921414,0.013181773,,,,
ALPL,0.848680959,0.010236272,,,,
EIF2B3,0.571037129,0.006756407,,,,
MOCS1,0.773767871,0.008636766,,,,
GLTP,0.548824033,0.006803962,,,,
SSU72,0.475966397,0.005224856,,,,
CDK2AP1,0.485259922,0.005450753,,,,
PLCL1,0.912854841,0.008138665,,,,
C1QTNF2,-2.214619803,0.012918735,,,,
ZNF45,0.499585693,0.007446506,,,,
RBP5,-1.13680156,0.014459196,,,,
VAMP7,0.509457688,0.00600181,,,,
MRPL33,0.54997408,0.007087904,,,,
BANK1,4.538569073,0.008008067,,,,
IL31RA,2.472434879,0.014636261,,,,
TRIM51CP,4.528962062,0.009392736,,,,
TPM3,0.542322593,0.004712788,,,,
MSTN,4.20740001,0.009891601,,,,
FAF1,0.523222256,0.0057612,,,,
ZNF367,1.187150617,0.012526833,,,,
LZTFL1,0.456666634,0.006988649,,,,
GLYATL2,-1.733847296,0.014744733,,,,
TSPAN33,0.849360384,0.010237305,,,,
NUP214,0.349414708,0.00534453,,,,
SLC24A1,0.970270066,0.009413375,,,,
GMPR,2.092110208,0.014646811,,,,
SCFD1,0.482172965,0.005633347,,,,
NYAP1,-0.767862481,0.006580219,,,,
ARMC3,1.969301654,0.014446706,,,,
MXRA7,-0.444848272,0.004809481,,,,
ZBED1,0.530114028,0.005795566,,,,
LPIN1,0.555717018,0.005697932,,,,
,-1.781188477,0.014918227,,,,
NDUFS5,0.512383705,0.005299639,,,,
LGI3,-1.101392092,0.012760133,,,,
CLYBL,0.944715439,0.012011001,,,,
LRRC7,-0.903406499,0.008953631,,,,
DBF4,0.795824167,0.008940198,,,,
ADAP1,-0.669293796,0.008075079,,,,
ABCC2,1.907172615,0.014979872,,,,
ZCCHC3,0.508464245,0.005852965,,,,
ABLIM1,-0.769128641,0.004993378,,,,
TRIM2,0.706716367,0.004929277,,,,
SYT16,-0.838841068,0.007086196,,,,
FAM117A,0.771001916,0.010452258,,,,
DNAJB4,0.625833319,0.007087247,,,,
PFKFB2,0.7087683,0.007705426,,,,
CX3CL1,-0.922719442,0.01125193,,,,
AMT,1.112283453,0.01035629,,,,
TSGA10IP,2.431229841,0.014944812,,,,
RBM28,0.355507925,0.005860681,,,,
PCDHB15,1.105237984,0.009054801,,,,
FEZF1,1.173351213,0.013409101,,,,
PTCHD3P1,-1.824143494,0.015158893,,,,
TMEM35B,2.261977179,0.015426423,,,,
MCTP2,2.890335099,0.014839478,,,,
MTG1,0.617442234,0.006987975,,,,
ZRSR2,0.560302721,0.008137756,,,,
OSBPL11,0.504387258,0.006806824,,,,
CNKSR1,-1.204638939,0.013961515,,,,
ACOT13,0.592010413,0.007225311,,,,
RASGRF1,-1.110789997,0.011936158,,,,
TMEM255B,-1.078147224,0.014205451,,,,
KDELR3,1.959916217,0.014759313,,,,
CWC15,0.524789673,0.006133707,,,,
SYT5,-0.897330203,0.00872095,,,,
CPSF2,0.421985438,0.005636206,,,,
CDCA4,0.782505953,0.008593717,,,,
PIK3R1,1.181614435,0.005632196,,,,
HSP90AB1,0.377370056,0.004673517,,,,
ZNF850,0.852491529,0.012761959,,,,
PANK4,-7.538772767,0.013741424,,,,
CTNND1,0.518457301,0.004976051,,,,
SINHCAF,0.509627673,0.005616923,,,,
INSC,3.122838323,0.015312088,,,,
STRA6,1.2188346,0.01098026,,,,
MCMDC2,0.663790303,0.010345474,,,,
RBM14,0.449747524,0.005996919,,,,
TTC26,0.909350094,0.00914117,,,,
GDF7,1.085607002,0.012391655,,,,
TNS4,-3.275528537,0.010610042,,,,
CPZ,2.994883026,0.014284547,,,,
S100A11,2.454583911,0.011843367,,,,
FBXW9,0.594572669,0.009410974,,,,
UNC93B1,1.061250608,0.013107874,,,,
,1.821579281,0.015858187,,,,
CDC37,0.433745097,0.005281852,,,,
ANP32A,0.416110695,0.005123477,,,,
KCNN1,-0.880452058,0.008542474,,,,
SUSD2,1.143275359,0.01159448,,,,
DOCK2,2.611511934,0.014035915,,,,
TCHP,0.55952999,0.007612842,,,,
EHHADH,0.780644989,0.011437048,,,,
ATP6V0C,-0.432607448,0.005207931,,,,
DIXDC1,0.409097195,0.005792583,,,,
GLRX5,0.499818056,0.006905614,,,,
ROPN1,4.736863951,0.01031479,,,,
WDR55,0.452120279,0.00711109,,,,
CTPS1,-0.941248235,0.005778243,,,,
SDF2L1,0.933164192,0.011117428,,,,
FAM234B,-0.429217228,0.006365564,,,,
FBXO17,1.46748818,0.013008874,,,,
ACSM3,1.32245955,0.01550484,,,,
SERPINE3,-3.035782622,0.013462854,,,,
CDK16,0.504443734,0.005442658,,,,
C9orf64,1.207270026,0.015534557,,,,
CTRL,-1.920939331,0.015557952,,,,
NUDT21,0.419302572,0.005299419,,,,
SRPRA,0.343935931,0.005495524,,,,
LDAH,0.709597557,0.00704883,,,,
APOD,3.848658267,0.014609506,,,,
ERBIN,0.495842877,0.005699763,,,,
VGF,1.665829979,0.005735281,,,,
TBCD,0.410205533,0.005621858,,,,
ERAP1,0.580294322,0.006622818,,,,
R3HDM2,0.465067584,0.005786875,,,,
TBC1D24,-0.77423807,0.006735699,,,,
DHTKD1,0.507331753,0.006730655,,,,
RNF135,2.518391694,0.016310182,,,,
UBXN11,0.807825325,0.009275914,,,,
NDUFB4,0.474454572,0.005907003,,,,
SKOR1,-1.35447876,0.014596433,,,,
MFSD2A,-0.929341857,0.01071935,,,,
HSD17B14,1.160934687,0.013549219,,,,
PDIA4,0.701277892,0.005333345,,,,
FUT10,0.604333354,0.0099225,,,,
SMARCD3,-0.58855744,0.006170984,,,,
WIPF3,-1.06734795,0.011635901,,,,
HNRNPH3,0.427022332,0.005284801,,,,
SLC43A3,1.005775095,0.014015557,,,,
IRAK3,1.583314375,0.016554615,,,,
ZNF543,0.730193007,0.012097899,,,,
ANXA3,1.858119301,0.014073029,,,,
TWIST1,3.816876587,0.016774095,,,,
EFEMP1,2.046313335,0.009251349,,,,
LSP1P4,-1.692235629,0.016221757,,,,
PLPBP,0.390409826,0.006734457,,,,
SLC5A4,8.551216183,0.013732299,,,,
PNRC1,0.405313207,0.006404587,,,,
PLEKHS1,1.972661157,0.015906227,,,,
DCTN5,-0.344000234,0.005323691,,,,
CELSR1P1,-1.600896892,0.016637037,,,,
TMBIM1,2.010366627,0.014753402,,,,
FRRS1,1.006396236,0.012303474,,,,
HAGH,-0.509596988,0.006567204,,,,
FAM3C2P,-1.048852584,0.00998408,,,,
ORAI1,0.760835576,0.010971878,,,,
ABCC4,0.603330959,0.007735162,,,,
CHD5,-1.017286721,0.007549822,,,,
DDX60L,2.571478031,0.015831927,,,,
DAGLA,-0.62260347,0.007490887,,,,
ABHD6,0.731572995,0.009041667,,,,
EIF4A3,0.554880817,0.005973853,,,,
TYSND1,0.739407355,0.010380794,,,,
SFXN1,0.340468525,0.00576345,,,,
DISP2,-1.040047344,0.007616511,,,,
INTS4,0.5315621,0.006892999,,,,
COPE,0.478119632,0.005723858,,,,
SUOX,0.637967882,0.00751686,,,,
UBR7,0.707678212,0.007120841,,,,
LINGO3,1.680766826,0.015515006,,,,
STAC,-0.809841706,0.010510524,,,,
NMU,1.519992572,0.013977476,,,,
H2BC19P,-3.215160524,0.016675578,,,,
PPEF1,-1.589952133,0.015912482,,,,
MRPL22,0.768311647,0.00827803,,,,
,0.44232921,0.007659571,,,,
SERPINB2,4.041282535,0.015724262,,,,
RMDN1,0.411815243,0.006753831,,,,
LRRC71,3.163990195,0.014942121,,,,
,-1.761095181,0.017260726,,,,
GABBR1,-1.1043844,0.006364754,,,,
SYT2,-0.810323774,0.00874573,,,,
PDGFD,1.346585823,0.011418949,,,,
CA3,5.963133243,0.017299544,,,,
APOBEC3F,1.239170332,0.015898504,,,,
PLCD3,0.542833915,0.008062448,,,,
PRKG1,1.486246588,0.00911889,,,,
DNAH9,1.677274079,0.015389183,,,,
BTNL9,-1.398367296,0.012089479,,,,
PMEL,1.300023734,0.010884939,,,,
GARNL3,-0.759788342,0.008286555,,,,
NSMAF,0.470511013,0.007580099,,,,
SNRNP40,0.467493164,0.006839541,,,,
DAB2,2.241719751,0.01221393,,,,
FOXC1,2.275156457,0.015437478,,,,
ZBTB21,-0.575383045,0.007707575,,,,
PDGFRA,2.300032062,0.011472063,,,,
OBSCN,0.514881365,0.00646867,,,,
LHX1,-2.135251477,0.016706886,,,,
RGCC,3.039649452,0.017334938,,,,
AJM1,-0.89942943,0.008492272,,,,
CST3,0.683695437,0.006348085,,,,
PSMB6,0.565771719,0.006548466,,,,
VILL,2.265291042,0.017761457,,,,
CFAP43,1.725033263,0.017210837,,,,
KDM5A,0.37364024,0.005940722,,,,
GRM7,1.309509917,0.016068409,,,,
TNRC6B,0.366142157,0.006195191,,,,
TMEM141,0.942957558,0.009035665,,,,
ATP6V1E1,0.426244477,0.005982034,,,,
LRCH4,0.599844203,0.007789929,,,,
PGBD1,-0.545076065,0.009018627,,,,
SEMA3B,1.071625428,0.01251447,,,,
CPE,-0.534580623,0.005443331,,,,
ZFP14,-0.674989695,0.008710925,,,,
ZSWIM6,-0.589222871,0.006083167,,,,
GALK1,1.235113468,0.01266059,,,,
SMN2,3.75132868,0.017305095,,,,
EVL,-0.589223382,0.005821674,,,,
RASL12,2.864494312,0.017435838,,,,
RPL36A-HNRNPH2,1.378701106,0.007330621,,,,
MSRB3,1.076065061,0.012164019,,,,
DDX23,0.529147968,0.006056203,,,,
CSPG4P5,-0.989054733,0.013691984,,,,
GYPC,0.645701881,0.009415051,,,,
SLC38A1,-0.729758212,0.005548552,,,,
RHOJ,1.858070287,0.016741995,,,,
CSRP1,0.811202757,0.008320044,,,,
DDRGK1,0.530283622,0.006895226,,,,
PARP10,1.339058467,0.016231374,,,,
SPRY3,0.780667577,0.01210213,,,,
PRIM1,0.593633799,0.01065796,,,,
ANKRD45,-1.095818916,0.015361699,,,,
CT75,1.748754146,0.016634557,,,,
NEK8,0.837559435,0.013881712,,,,
CLN5,0.413707031,0.006784308,,,,
NIPAL2,-1.085124641,0.015493233,,,,
TPP2,0.486906616,0.006825483,,,,
SLC35F2,2.140179232,0.014032024,,,,
SATB1,0.402569465,0.006749211,,,,
ANAPC16,0.432552418,0.00685181,,,,
ECSCR,6.969711178,0.012691877,,,,
WDR24,0.472637698,0.009075936,,,,
SCD5,-1.58342749,0.006506105,,,,
UBAC2,0.381184153,0.00701956,,,,
GRK3,-0.593287507,0.007222228,,,,
ANKRD63,2.753983409,0.017301302,,,,
SLC26A1,1.455071653,0.018058972,,,,
ADCY8,-0.633927294,0.009955059,,,,
TMEM263,0.558218565,0.006952658,,,,
PIANP,-0.65052506,0.007298024,,,,
SHISA7,-0.971592451,0.012154722,,,,
GXYLT2,2.902604524,0.017826738,,,,
SESN1,0.560523859,0.007328117,,,,
MYO7A,1.45940174,0.016654645,,,,
ICA1L,-0.498656062,0.009085314,,,,
GOLGA6L4,-0.992128158,0.011715155,,,,
ZNF501,-0.885511107,0.016536867,,,,
CSTF1,0.430092615,0.007947749,,,,
UTP20,1.021130067,0.008001286,,,,
PLXDC1,-1.304900785,0.016501803,,,,
EXOC7,0.357189767,0.005915515,,,,
POPDC3,1.620263923,0.017448245,,,,
ATG16L2,0.945770033,0.012676143,,,,
TTF1,0.434088327,0.008212065,,,,
TMED9,0.451502736,0.005984571,,,,
,1.753714311,0.018970609,,,,
LINGO1,0.774877659,0.009787034,,,,
TMEM214,0.467936648,0.007276718,,,,
SLC34A2,1.774526944,0.018913624,,,,
APOLD1,0.808647308,0.01306599,,,,
CARM1,0.333136292,0.006428829,,,,
DSC1,2.341715597,0.017355006,,,,
SAMD5,0.911632429,0.012920192,,,,
TMEM25,-0.500215234,0.008243858,,,,
,2.177410366,0.019187397,,,,
TBC1D22A,0.503044154,0.008628154,,,,
,1.924443016,0.017633896,,,,
IKBIP,0.519726245,0.008556154,,,,
EIF2AK4,0.451360083,0.006429389,,,,
ATF3,-0.687922578,0.008384518,,,,
KCTD4,-2.582679474,0.019268497,,,,
DDIAS,1.174326489,0.016050772,,,,
VANGL1,0.519199129,0.009846381,,,,
XPNPEP1,0.411350806,0.006386614,,,,
PREB,0.427035573,0.007501376,,,,
SUPT6H,0.366291074,0.006016624,,,,
TFCP2L1,2.147101784,0.017585729,,,,
DRAXIN,-0.737235094,0.006873659,,,,
FAM246C,-1.459376183,0.019373365,,,,
GRAMD2B,2.620621636,0.018508435,,,,
WFIKKN1,1.114355583,0.017986793,,,,
PHACTR3,-0.825940954,0.011673019,,,,
PSRC1,0.605444629,0.00891671,,,,
MRPL24,0.727984471,0.009369593,,,,
ATP2C1,-0.394830407,0.006094764,,,,
RAB26,-1.642674572,0.015505105,,,,
ZNF16,0.698371165,0.012927424,,,,
COX15,0.383599847,0.007174551,,,,
FAM81B,3.032754792,0.016360957,,,,
ACKR3,-0.717037353,0.007427966,,,,
TTC8,0.526742289,0.00956716,,,,
SUMF2,0.411608183,0.006550233,,,,
ARHGEF19,1.382020482,0.015000368,,,,
CCDC96,1.063298226,0.016095552,,,,
STXBP2,2.177267193,0.016603231,,,,
TMEM121B,-0.651866491,0.00951695,,,,
TRH,2.550747536,0.016465185,,,,
EID1,0.352807499,0.006061073,,,,
TRIM21,1.56725768,0.013056748,,,,
NECAP2,0.542596017,0.00848897,,,,
VWC2L,-2.279456181,0.018203478,,,,
MPO,-3.135133784,0.009866794,,,,
AQP11,-0.855096698,0.014834979,,,,
IGF2BP1,0.37399482,0.006056839,,,,
TBC1D13,0.415651099,0.007442424,,,,
NENF,0.798493,0.01234022,,,,
MYL6B,0.500228529,0.0070116,,,,
MTUS1,0.786323577,0.008861361,,,,
NDUFAF5,-0.504205737,0.010386733,,,,
KXD1,0.440062948,0.007234352,,,,
FBXO8,0.614466433,0.011063815,,,,
GPI,0.424788663,0.006098341,,,,
PTP4A2,0.36264267,0.006234306,,,,
CCND3,0.52564411,0.009621269,,,,
NLRX1,1.335225781,0.016383876,,,,
PNPO,0.934276089,0.011712349,,,,
PPP1R15A,-0.513474163,0.006645494,,,,
FGF7P6,-5.942381514,0.0141399,,,,
SRGAP1,-0.562633725,0.007301028,,,,
DELE1,0.422234614,0.006994085,,,,
ZNF581,0.629889449,0.010341583,,,,
TSPAN5,-0.528292636,0.007261846,,,,
FAM163A,2.495432753,0.019985006,,,,
AP5S1,0.616154928,0.012576895,,,,
TYW3,0.619505782,0.011574905,,,,
CALCOCO2,0.44295555,0.007828475,,,,
SEC61G,0.473491471,0.007356646,,,,
COL16A1,3.34524787,0.019771682,,,,
ZNF488,1.015401983,0.017978909,,,,
ADSL,0.548170335,0.007120898,,,,
SOST,3.144003939,0.017486923,,,,
TOMM7,0.57267678,0.00730638,,,,
ATG5,0.498657877,0.008714744,,,,
SDC1,-0.61289471,0.007655133,,,,
GABRR3,2.555863242,0.018906736,,,,
MALSU1,0.496975238,0.009594621,,,,
TCEAL8,0.469744037,0.007291232,,,,
ABHD4,0.532789914,0.009155852,,,,
KIRREL1,0.601856538,0.006630063,,,,
SMIM13,-0.497492751,0.007385481,,,,
PUSL1,0.654286481,0.012876651,,,,
CBR4,0.514583507,0.008779286,,,,
TUBA4A,-0.995622015,0.013388607,,,,
UQCR11,0.437055664,0.007324773,,,,
APPL1,0.479914707,0.007340402,,,,
B3GNT7,1.479668902,0.014924826,,,,
ALOX12B,-2.267124,0.01999917,,,,
DENND1A,0.631217092,0.008115513,,,,
RPE,0.429925628,0.007876244,,,,
SLIT2,1.178815539,0.007125782,,,,
HMX1,2.408479898,0.019728573,,,,
PCED1A,0.521653033,0.008972019,,,,
SDSL,0.923602654,0.01302969,,,,
BTBD17,1.459461292,0.017950634,,,,
RNF208,-0.741680392,0.012131918,,,,
MGAT4A,-0.817353029,0.008513823,,,,
FKBP2,0.745115189,0.009195751,,,,
UBTF,0.376733478,0.006618766,,,,
,-2.465862076,0.020112744,,,,
OR6Y1,-1.162523884,0.015944173,,,,
ATP5PB,0.441910638,0.006639244,,,,
ZNF649,0.585183601,0.008819864,,,,
ZNF487,1.005551532,0.017184011,,,,
KCTD16,-0.689937865,0.00987132,,,,
GRB2,-0.345126863,0.006563499,,,,
ZNF784,0.637400872,0.013627644,,,,
CDO1,0.665084901,0.011020521,,,,
CDC42EP1,0.673867757,0.010583423,,,,
TBCE,0.614826025,0.009187942,,,,
ABHD17B,0.559590155,0.008835874,,,,
ERGIC3,0.369472606,0.006545803,,,,
NUP43,0.68174872,0.008251285,,,,
PNMA6A,1.098209248,0.016210881,,,,
CD58,1.125244571,0.018005441,,,,
HNRNPUL1,0.430099187,0.006360895,,,,
INPP4A,-0.501421799,0.007303249,,,,
BFSP1,1.274730981,0.019895789,,,,
ZNF300,-0.795325411,0.009643789,,,,
FBXL17,-0.473445087,0.008332136,,,,
CEP162,0.892328667,0.015797638,,,,
MRPS12,0.776423977,0.013600365,,,,
PDS5A,0.536296503,0.006990787,,,,
SMAD1,0.604307302,0.007858461,,,,
CLGN,-0.716623071,0.009949829,,,,
DUSP26,1.595015432,0.019784232,,,,
AFDN,-0.62016743,0.006542902,,,,
UQCRH,0.403740536,0.006985665,,,,
ADAMTS8,1.294782157,0.021375758,,,,
LRR1,0.757607864,0.014549054,,,,
DCAF15,1.200028513,0.020939807,,,,
SGCG,1.533688983,0.018931606,,,,
POLR1C,0.608838016,0.010652228,,,,
CFAP20DC,1.708194845,0.021194738,,,,
SAP18,0.457448526,0.006895517,,,,
TMF1,0.837803143,0.008097114,,,,
SART1,0.518286941,0.00725595,,,,
VPS54,0.425380826,0.008403857,,,,
INIP,0.378478278,0.008633323,,,,
PPM1J,-1.042917715,0.018419075,,,,
U2AF2,0.458620637,0.006750206,,,,
EIF2A,0.425282155,0.007364629,,,,
RABL2A,0.541854083,0.009856889,,,,
FAM114A1,1.35750492,0.013736019,,,,
TEDC1,0.835557586,0.01675534,,,,
HAPLN1,3.627739676,0.013610831,,,,
WNK4,1.940063776,0.021928167,,,,
GDF5,2.082991519,0.022042345,,,,
MLH1,0.477884624,0.007921544,,,,
STXBP4,0.771817783,0.012384164,,,,
AURKAIP1,0.573484984,0.008180597,,,,
BEX4,0.405768621,0.007287972,,,,
FGFBP3,-1.259518664,0.008604923,,,,
STK32B,1.325558372,0.016008203,,,,
EPAS1,3.330066627,0.015060486,,,,
STXBP1,-0.565929729,0.006758816,,,,
COL2A1,1.269145894,0.007073821,,,,
NMRAL1,1.195707607,0.015630686,,,,
GSN,0.897485743,0.008032564,,,,
CDK10,-0.659990087,0.009133287,,,,
FANCL,0.581668995,0.009306193,,,,
BLOC1S5,0.528759762,0.011198418,,,,
FCRLA,4.110069615,0.021523299,,,,
NEUROD2,-1.839553327,0.020396909,,,,
NELL1,-0.87306592,0.016406108,,,,
ZNF469,2.038242109,0.019371112,,,,
SMBD1P,-1.324273585,0.022148201,,,,
TRRAP,0.389190723,0.00695333,,,,
CLTA,0.525408809,0.007009474,,,,
FBN1,1.145246684,0.00939968,,,,
RFX2,0.631321945,0.013882269,,,,
PLCB1,0.789332108,0.009714158,,,,
APOL6,1.124309152,0.016034529,,,,
RPH3AL,2.117103591,0.02235139,,,,
TRNP1,-0.68816291,0.013135449,,,,
NDRG3,-0.519885085,0.007964952,,,,
NDUFS6,0.5239577,0.008679457,,,,
RBM11,-0.819739198,0.018143335,,,,
EPCAM,-1.653625489,0.016160014,,,,
DNAAF1,1.675749323,0.022557005,,,,
DIS3L,0.695362883,0.009239528,,,,
PGM5,1.505189851,0.017288767,,,,
FRG1CP,0.569322597,0.011268731,,,,
PANX1,-0.492413532,0.007832461,,,,
PWP2,0.51603255,0.010153426,,,,
MSANTD1,-1.803389824,0.022885968,,,,
MOSMO,-0.526322581,0.009879976,,,,
,5.262368065,0.018876369,,,,
MOB1A,0.342877211,0.007472261,,,,
TPH2,-1.174031449,0.02132145,,,,
CRYBB2P1,0.709682737,0.015490302,,,,
LMOD1,3.017577027,0.022611796,,,,
RNF26,0.405816474,0.008281279,,,,
DAPK2,1.194295666,0.02243495,,,,
SYPL1,0.553159691,0.00894372,,,,
ALX1,4.119395117,0.021990233,,,,
OPRL1,-1.033739773,0.014554304,,,,
RAB38,1.744592117,0.022200664,,,,
FNIP2,-0.464545511,0.008022865,,,,
BUD23,0.521937316,0.008545631,,,,
VANGL2,-0.582770037,0.007270547,,,,
TIFA,0.837082808,0.01664809,,,,
FAM229B,0.557824621,0.010619494,,,,
CAPN6,2.694204885,0.020064433,,,,
SPA17,0.724711517,0.011732139,,,,
ALAD,0.453700253,0.008701531,,,,
SLC35D2,0.651010975,0.011105961,,,,
NUP85,0.454164923,0.009983566,,,,
ZNF286A-TBC1D26,1.761776141,0.023132566,,,,
PSMA2,0.444151757,0.007685176,,,,
BARD1,0.563797568,0.012914053,,,,
RFK,-0.520702092,0.008551051,,,,
IFNGR1,0.427170046,0.008643676,,,,
MEST,0.799329109,0.007108279,,,,
CCDC162P,2.066876647,0.023379711,,,,
FUBP1,0.397351846,0.007058954,,,,
AXL,0.766664541,0.009029656,,,,
USP35,-0.568174851,0.009656331,,,,
PRXL2C,0.884734814,0.018274732,,,,
ZNF70,0.576297804,0.012647892,,,,
PPARG,2.107805434,0.02335998,,,,
ARHGEF26,0.968594058,0.012414218,,,,
GCK,1.200385209,0.021645985,,,,
GSDMD,4.238197739,0.021497344,,,,
ELN,-1.674060085,0.013611996,,,,
HSPA12A,-0.677111003,0.008280152,,,,
EFNA3,-0.809795653,0.011479614,,,,
VCP,0.322184105,0.006860918,,,,
,2.26489654,0.021993189,,,,
SPACA6,0.958115305,0.018088925,,,,
ZNF267,1.128803508,0.018316221,,,,
SLC25A39,0.428982242,0.008455785,,,,
SERPINB8,0.919733214,0.014449213,,,,
ZNF800,0.569129213,0.011443473,,,,
EPHB3,-0.51707993,0.008759926,,,,
MRPL18,0.657171532,0.010037526,,,,
GNPTG,0.363943322,0.009544682,,,,
TRIM22,0.720405765,0.012555463,,,,
IKBKB,0.54006681,0.010145946,,,,
TRIM59,0.520858088,0.011918896,,,,
,1.603495329,0.023389998,,,,
TTC16,3.140548317,0.02190158,,,,
ELK4,0.498211333,0.009827726,,,,
UQCR10,0.467965371,0.008837353,,,,
BCHE,1.244640744,0.010055227,,,,
ORAI2,-0.384026928,0.007920972,,,,
SELENBP1,0.929256851,0.016030341,,,,
CBWD4P,-3.9606974,0.017233842,,,,
ZNF525,1.193033709,0.017732005,,,,
KLHL6,1.521505644,0.023990758,,,,
KLF7,-0.445084875,0.00770962,,,,
CDK12,0.41008318,0.007901836,,,,
DOK7,2.718337247,0.022714734,,,,
KRT7,3.890384245,0.024639162,,,,
PPT1,0.575845356,0.007774628,,,,
CDKL5,-0.545763523,0.009152802,,,,
ARHGEF5,4.308438796,0.024727349,,,,
GUSBP4,2.781010473,0.022920459,,,,
SMKR1,-1.466949611,0.023546289,,,,
CREBRF,0.603038872,0.011523574,,,,
SMIM18,-1.049726281,0.022138774,,,,
FAM110D,-2.142387648,0.023848862,,,,
TNNT1,1.096424338,0.017486929,,,,
SLC6A13,3.785625521,0.018336058,,,,
CPM,2.059903116,0.022325379,,,,
EYA4,1.812904733,0.024054592,,,,
MRPL57,0.593616915,0.010957915,,,,
DSCAM,-1.298329485,0.017806957,,,,
PAQR8,1.01713864,0.011789103,,,,
ITFG1,-0.365841186,0.007576039,,,,
ALG13,0.485195638,0.009658489,,,,
EMC9,0.742591348,0.018249551,,,,
TRIM53AP,4.141672225,0.019695326,,,,
PLA2G4D,2.45252692,0.023155211,,,,
TRADD,1.648607695,0.023731808,,,,
GLI2,0.48417442,0.0088874,,,,
SLITRK4,-1.264636779,0.013279558,,,,
RUVBL1,0.531238697,0.010553474,,,,
CCDC150,0.942013905,0.019765964,,,,
DDX31,0.544233729,0.012440413,,,,
WBP1L,0.347150221,0.008145924,,,,
SLC35E1,-0.489914418,0.008317645,,,,
PAFAH1B1,-0.357444875,0.007140898,,,,
P3H2,1.488460381,0.013532242,,,,
CYB5R4,-0.512631233,0.011018676,,,,
EME2,-0.726638086,0.011711893,,,,
NCK1,0.388945881,0.010546096,,,,
ATOX1,0.540048272,0.011106992,,,,
CYP4V2,0.531954846,0.012471221,,,,
CNOT10,0.473599694,0.009706819,,,,
FBLN1,0.776620996,0.008083029,,,,
EXOSC5,0.830172128,0.014295775,,,,
GGA2,0.580053601,0.00807651,,,,
VKORC1L1,-0.405444907,0.008051638,,,,
PDLIM4,1.78727493,0.022365235,,,,
BCL7A,-0.585766853,0.00930486,,,,
WDR11,0.339895234,0.008160332,,,,
RNF213,0.472165675,0.008114598,,,,
ILF2,0.384791793,0.007527947,,,,
GEMIN8P4,1.554655023,0.025781362,,,,
PTGR3,0.458749613,0.009750084,,,,
C14orf39,2.502724595,0.025606702,,,,
SP8,-0.964548345,0.015964587,,,,
MUSTN1,2.186441354,0.025722503,,,,
GALR1,1.830574215,0.02452172,,,,
ZNF887P,1.018657604,0.024374069,,,,
ASNS,-1.095253059,0.007944372,,,,
RPL36AP37,0.986097951,0.0090056,,,,
COG8,0.403554449,0.009270771,,,,
SLITRK5,0.704951712,0.009555274,,,,
THAP12,0.340358314,0.008310168,,,,
BCL7C,0.625856572,0.010795036,,,,
CTU2,0.5107877,0.013833823,,,,
TMC5,1.603994255,0.026116244,,,,
HFE,2.162826474,0.026151054,,,,
LRRC75A,0.479761699,0.008442286,,,,
PCDHGB7,-0.804554327,0.009991865,,,,
KLF4,1.549395046,0.024260773,,,,
GPR146,2.044395526,0.026155162,,,,
TRIM66,0.577367677,0.011945083,,,,
,-1.375984629,0.022497625,,,,
APLP2,0.410579792,0.007149561,,,,
BANP,0.813878163,0.015618206,,,,
SYNM,1.100418225,0.010812261,,,,
CERS4,0.483989703,0.009803421,,,,
MATN3,3.699552776,0.020705004,,,,
SHKBP1,0.520100104,0.009629575,,,,
ZNF595,0.808429388,0.018244387,,,,
CYP26A1,1.10861969,0.020069348,,,,
CACFD1,3.532597193,0.018315971,,,,
BAAT,-1.367504081,0.026088878,,,,
GNPAT,0.469669653,0.009022061,,,,
SYF2,0.421042789,0.009702524,,,,
H2AC6,-0.855822551,0.016718695,,,,
GALT,0.781476695,0.013335594,,,,
UQCRB,0.462924679,0.008163167,,,,
NRIP3,0.676883676,0.012975756,,,,
VXN,-1.806184629,0.016182141,,,,
ATG4D,-0.492886955,0.012361595,,,,
ANKRD12,1.190115692,0.0110107,,,,
FAM110A,-0.809935156,0.015997118,,,,
ALDH4A1,0.564034942,0.011103734,,,,
PEF1,0.436799453,0.009886307,,,,
SYT15,-1.073820262,0.018950686,,,,
SLC10A5,-1.978465771,0.026860474,,,,
NINL,0.535133678,0.009197522,,,,
DNAI7,1.46674656,0.026531326,,,,
TMEM14A,-0.536630709,0.010612948,,,,
PUS3,0.538933739,0.014055974,,,,
SYNJ2BP,0.436329163,0.00916728,,,,
CMTM5,4.804599548,0.021667681,,,,
HEXIM2,0.787216034,0.018794019,,,,
IGSF5,1.389174452,0.026049368,,,,
